region,year,species,population
Addis Ababa,2004,Males_beef,164
Addis Ababa,2005,Males_beef,94
Addis Ababa,2006,Males_beef,399
Addis Ababa,2007,Males_beef,0
Addis Ababa,2008,Males_beef,0
Addis Ababa,2009,Males_beef,0
Addis Ababa,2010,Males_beef,0
Addis Ababa,2011,Males_beef,0
Addis Ababa,2012,Males_beef,0
Addis Ababa,2013,Males_beef,0
Addis Ababa,2014,Males_beef,0
Addis Ababa,2015,Males_beef,0
Addis Ababa,2016,Males_beef,0
Addis Ababa,2017,Males_beef,0
Addis Ababa,2018,Males_beef,0
Addis Ababa,2019,Males_beef,0
Addis Ababa,2020,Males_beef,0
Afar,2003,Males_beef,1196
Afar,2004,Males_beef,622
Afar,2005,Males_beef,2864
Afar,2006,Males_beef,0
Afar,2007,Males_beef,0
Afar,2008,Males_beef,716
Afar,2009,Males_beef,1775
Afar,2010,Males_beef,3027
Afar,2011,Males_beef,1061
Afar,2012,Males_beef,3285
Afar,2013,Males_beef,0
Afar,2014,Males_beef,0
Afar,2015,Males_beef,3505
Afar,2016,Males_beef,0
Afar,2017,Males_beef,0
Afar,2018,Males_beef,7419
Afar,2019,Males_beef,0
Afar,2020,Males_beef,0
Amhara,2003,Males_beef,17072
Amhara,2004,Males_beef,31395
Amhara,2005,Males_beef,24775
Amhara,2006,Males_beef,22794
Amhara,2007,Males_beef,29890
Amhara,2008,Males_beef,36569
Amhara,2009,Males_beef,35914
Amhara,2010,Males_beef,47211
Amhara,2011,Males_beef,45691
Amhara,2012,Males_beef,45076
Amhara,2013,Males_beef,51674
Amhara,2014,Males_beef,43301
Amhara,2015,Males_beef,59944
Amhara,2016,Males_beef,52405
Amhara,2017,Males_beef,66904
Amhara,2018,Males_beef,65557
Amhara,2019,Males_beef,76512
Amhara,2020,Males_beef,88690
Benishangul Gumz,2003,Males_beef,1328
Benishangul Gumz,2004,Males_beef,0
Benishangul Gumz,2005,Males_beef,1105
Benishangul Gumz,2006,Males_beef,0
Benishangul Gumz,2007,Males_beef,1378
Benishangul Gumz,2008,Males_beef,1429
Benishangul Gumz,2009,Males_beef,0
Benishangul Gumz,2010,Males_beef,0
Benishangul Gumz,2011,Males_beef,0
Benishangul Gumz,2012,Males_beef,2686
Benishangul Gumz,2013,Males_beef,1111
Benishangul Gumz,2014,Males_beef,1658
Benishangul Gumz,2015,Males_beef,1962
Benishangul Gumz,2016,Males_beef,2873
Benishangul Gumz,2017,Males_beef,0
Benishangul Gumz,2018,Males_beef,0
Benishangul Gumz,2019,Males_beef,2707
Benishangul Gumz,2020,Males_beef,0
Dire Dawa,2003,Males_beef,0
Dire Dawa,2004,Males_beef,310
Dire Dawa,2005,Males_beef,609
Dire Dawa,2006,Males_beef,917
Dire Dawa,2007,Males_beef,845
Dire Dawa,2008,Males_beef,933
Dire Dawa,2009,Males_beef,1739
Dire Dawa,2010,Males_beef,1558
Dire Dawa,2011,Males_beef,938
Dire Dawa,2012,Males_beef,1345
Dire Dawa,2013,Males_beef,1264
Dire Dawa,2014,Males_beef,1526
Dire Dawa,2015,Males_beef,1388
Dire Dawa,2016,Males_beef,2781
Dire Dawa,2017,Males_beef,2358
Dire Dawa,2018,Males_beef,2485
Dire Dawa,2019,Males_beef,1063
Dire Dawa,2020,Males_beef,1503
Gambela,2003,Males_beef,0
Gambela,2004,Males_beef,0
Gambela,2005,Males_beef,0
Gambela,2006,Males_beef,0
Gambela,2007,Males_beef,7442
Gambela,2008,Males_beef,0
Gambela,2009,Males_beef,2653
Gambela,2010,Males_beef,0
Gambela,2011,Males_beef,500
Gambela,2012,Males_beef,520
Gambela,2013,Males_beef,0
Gambela,2014,Males_beef,0
Gambela,2015,Males_beef,3449
Gambela,2016,Males_beef,0
Gambela,2017,Males_beef,3332
Gambela,2018,Males_beef,0
Gambela,2019,Males_beef,12499
Gambela,2020,Males_beef,8148
Harari,2003,Males_beef,383
Harari,2004,Males_beef,593
Harari,2005,Males_beef,682
Harari,2006,Males_beef,1098
Harari,2007,Males_beef,551
Harari,2008,Males_beef,1055
Harari,2009,Males_beef,1532
Harari,2010,Males_beef,2355
Harari,2011,Males_beef,1878
Harari,2012,Males_beef,1696
Harari,2013,Males_beef,1591
Harari,2014,Males_beef,2145
Harari,2015,Males_beef,2761
Harari,2016,Males_beef,1860
Harari,2017,Males_beef,0
Harari,2018,Males_beef,3544
Harari,2019,Males_beef,2063
Harari,2019,Males_beef,2063
Harari,2020,Males_beef,5938
Oromoa,2003,Males_beef,89321
Oromoa,2004,Males_beef,122917
Oromoa,2005,Males_beef,120943
Oromoa,2006,Males_beef,139541
Oromoa,2007,Males_beef,203448
Oromoa,2008,Males_beef,177115
Oromoa,2009,Males_beef,168634
Oromoa,2010,Males_beef,231760
Oromoa,2011,Males_beef,232732
Oromoa,2012,Males_beef,219388
Oromoa,2013,Males_beef,218153
Oromoa,2014,Males_beef,204576
Oromoa,2015,Males_beef,238331
Oromoa,2016,Males_beef,262623
Oromoa,2017,Males_beef,237860
Oromoa,2018,Males_beef,287956
Oromoa,2019,Males_beef,302789
Oromoa,2020,Males_beef,303663
SNNPR,2003,Males_beef,25153
SNNPR,2004,Males_beef,50572
SNNPR,2005,Males_beef,58884
SNNPR,2006,Males_beef,67096
SNNPR,2007,Males_beef,80249
SNNPR,2008,Males_beef,107084
SNNPR,2009,Males_beef,46221
SNNPR,2010,Males_beef,89176
SNNPR,2011,Males_beef,101863
SNNPR,2012,Males_beef,78726
SNNPR,2013,Males_beef,80920
SNNPR,2014,Males_beef,99177
SNNPR,2015,Males_beef,88379
SNNPR,2016,Males_beef,65825
SNNPR,2017,Males_beef,83310
SNNPR,2018,Males_beef,119228
SNNPR,2019,Males_beef,91180
SNNPR,2020,Males_beef,66255
Somali,2003,Males_beef,0
Somali,2004,Males_beef,1828
Somali,2005,Males_beef,2037
Somali,2006,Males_beef,0
Somali,2007,Males_beef,5387
Somali,2008,Males_beef,0
Somali,2009,Males_beef,7286
Somali,2010,Males_beef,4837
Somali,2011,Males_beef,9176
Somali,2012,Males_beef,3628
Somali,2013,Males_beef,4653
Somali,2014,Males_beef,0
Somali,2015,Males_beef,7058
Somali,2016,Males_beef,8059
Somali,2017,Males_beef,10931
Somali,2018,Males_beef,10931
Somali,2019,Males_beef,139294
Somali,2020,Males_beef,172738
Tigray,2003,Males_beef,6291
Tigray,2004,Males_beef,2250
Tigray,2005,Males_beef,3762
Tigray,2006,Males_beef,4371
Tigray,2007,Males_beef,1861
Tigray,2008,Males_beef,2599
Tigray,2009,Males_beef,2704
Tigray,2010,Males_beef,6572
Tigray,2011,Males_beef,2718
Tigray,2012,Males_beef,3460
Tigray,2013,Males_beef,1704
Tigray,2014,Males_beef,4801
Tigray,2015,Males_beef,3093
Tigray,2016,Males_beef,0
Tigray,2017,Males_beef,0
Tigray,2018,Males_beef,0
Tigray,2019,Males_beef,3606
Tigray,2020,Males_beef,3606
Addis Ababa,2003,Males_breeding,561
Addis Ababa,2004,Males_breeding,0
Addis Ababa,2005,Males_breeding,143
Addis Ababa,2006,Males_breeding,78
Addis Ababa,2007,Males_breeding,0
Addis Ababa,2008,Males_breeding,0
Addis Ababa,2009,Males_breeding,0
Addis Ababa,2010,Males_breeding,0
Addis Ababa,2011,Males_breeding,0
Addis Ababa,2012,Males_breeding,0
Addis Ababa,2013,Males_breeding,0
Addis Ababa,2014,Males_breeding,0
Addis Ababa,2015,Males_breeding,0
Addis Ababa,2016,Males_breeding,0
Addis Ababa,2017,Males_breeding,0
Addis Ababa,2018,Males_breeding,0
Addis Ababa,2019,Males_breeding,0
Addis Ababa,2020,Males_breeding,0
Afar,2003,Males_breeding,12196
Afar,2004,Males_breeding,9912
Afar,2005,Males_breeding,13787
Afar,2006,Males_breeding,19524
Afar,2007,Males_breeding,20363
Afar,2008,Males_breeding,15724
Afar,2009,Males_breeding,21909
Afar,2010,Males_breeding,41124
Afar,2011,Males_breeding,45900
Afar,2012,Males_breeding,55725
Afar,2013,Males_breeding,49203
Afar,2014,Males_breeding,42997
Afar,2015,Males_breeding,48535
Afar,2016,Males_breeding,42245
Afar,2017,Males_breeding,41336
Afar,2018,Males_breeding,65643
Afar,2019,Males_breeding,129380
Afar,2020,Males_breeding,127152
Amhara,2003,Males_breeding,28825
Amhara,2004,Males_breeding,36664
Amhara,2005,Males_breeding,59122
Amhara,2006,Males_breeding,35389
Amhara,2007,Males_breeding,78586
Amhara,2008,Males_breeding,58778
Amhara,2009,Males_breeding,66444
Amhara,2010,Males_breeding,68453
Amhara,2011,Males_breeding,57729
Amhara,2012,Males_breeding,59178
Amhara,2013,Males_breeding,47471
Amhara,2014,Males_breeding,59750
Amhara,2015,Males_breeding,54471
Amhara,2016,Males_breeding,68891
Amhara,2017,Males_breeding,65055
Amhara,2018,Males_breeding,75834
Amhara,2019,Males_breeding,96429
Amhara,2020,Males_breeding,117183
Benishangul Gumz,2003,Males_breeding,2577
Benishangul Gumz,2004,Males_breeding,0
Benishangul Gumz,2005,Males_breeding,1308
Benishangul Gumz,2006,Males_breeding,4097
Benishangul Gumz,2007,Males_breeding,3036
Benishangul Gumz,2008,Males_breeding,1419
Benishangul Gumz,2009,Males_breeding,2155
Benishangul Gumz,2010,Males_breeding,3599
Benishangul Gumz,2011,Males_breeding,7151
Benishangul Gumz,2012,Males_breeding,10204
Benishangul Gumz,2013,Males_breeding,3735
Benishangul Gumz,2014,Males_breeding,10743
Benishangul Gumz,2015,Males_breeding,8025
Benishangul Gumz,2016,Males_breeding,9604
Benishangul Gumz,2017,Males_breeding,0
Benishangul Gumz,2018,Males_breeding,4392
Benishangul Gumz,2019,Males_breeding,20036
Benishangul Gumz,2020,Males_breeding,12668
Dire Dawa,2003,Males_breeding,0
Dire Dawa,2004,Males_breeding,0
Dire Dawa,2005,Males_breeding,310
Dire Dawa,2006,Males_breeding,139
Dire Dawa,2007,Males_breeding,214
Dire Dawa,2008,Males_breeding,263
Dire Dawa,2009,Males_breeding,348
Dire Dawa,2010,Males_breeding,0
Dire Dawa,2011,Males_breeding,0
Dire Dawa,2012,Males_breeding,393
Dire Dawa,2013,Males_breeding,447
Dire Dawa,2014,Males_breeding,0
Dire Dawa,2015,Males_breeding,0
Dire Dawa,2016,Males_breeding,272
Dire Dawa,2017,Males_breeding,0
Dire Dawa,2018,Males_breeding,0
Dire Dawa,2019,Males_breeding,1903
Dire Dawa,2020,Males_breeding,2124
Gambela,2003,Males_breeding,0
Gambela,2004,Males_breeding,0
Gambela,2005,Males_breeding,0
Gambela,2006,Males_breeding,0
Gambela,2007,Males_breeding,8762
Gambela,2008,Males_breeding,5697
Gambela,2009,Males_breeding,13218
Gambela,2010,Males_breeding,12652
Gambela,2011,Males_breeding,16270
Gambela,2012,Males_breeding,18739
Gambela,2013,Males_breeding,20722
Gambela,2014,Males_breeding,22458
Gambela,2015,Males_breeding,19135
Gambela,2016,Males_breeding,21777
Gambela,2017,Males_breeding,18028
Gambela,2018,Males_breeding,20080
Gambela,2019,Males_breeding,23816
Gambela,2020,Males_breeding,19595
Harari,2003,Males_breeding,0
Harari,2004,Males_breeding,0
Harari,2005,Males_breeding,0
Harari,2006,Males_breeding,207
Harari,2007,Males_breeding,269
Harari,2008,Males_breeding,226
Harari,2009,Males_breeding,0
Harari,2010,Males_breeding,0
Harari,2011,Males_breeding,416
Harari,2012,Males_breeding,326
Harari,2013,Males_breeding,0
Harari,2014,Males_breeding,241
Harari,2015,Males_breeding,783
Harari,2016,Males_breeding,1283
Harari,2017,Males_breeding,0
Harari,2018,Males_breeding,996
Harari,2019,Males_breeding,1338
Harari,2019,Males_breeding,1338
Harari,2020,Males_breeding,2281
Oromoa,2003,Males_breeding,133657
Oromoa,2004,Males_breeding,144852
Oromoa,2005,Males_breeding,200997
Oromoa,2006,Males_breeding,204925
Oromoa,2007,Males_breeding,255030
Oromoa,2008,Males_breeding,231669
Oromoa,2009,Males_breeding,250728
Oromoa,2010,Males_breeding,265189
Oromoa,2011,Males_breeding,248664
Oromoa,2012,Males_breeding,212352
Oromoa,2013,Males_breeding,232344
Oromoa,2014,Males_breeding,183969
Oromoa,2015,Males_breeding,239137
Oromoa,2016,Males_breeding,307573
Oromoa,2017,Males_breeding,257228
Oromoa,2018,Males_breeding,273563
Oromoa,2019,Males_breeding,292487
Oromoa,2020,Males_breeding,310740
SNNPR,2003,Males_breeding,77134
SNNPR,2004,Males_breeding,70767
SNNPR,2005,Males_breeding,69683
SNNPR,2006,Males_breeding,136188
SNNPR,2007,Males_breeding,81858
SNNPR,2008,Males_breeding,95859
SNNPR,2009,Males_breeding,0
SNNPR,2010,Males_breeding,183646
SNNPR,2011,Males_breeding,142173
SNNPR,2012,Males_breeding,225206
SNNPR,2013,Males_breeding,174141
SNNPR,2014,Males_breeding,199513
SNNPR,2015,Males_breeding,0
SNNPR,2016,Males_breeding,274272
SNNPR,2017,Males_breeding,149194
SNNPR,2018,Males_breeding,250041
SNNPR,2019,Males_breeding,0
SNNPR,2020,Males_breeding,0
Somali,2003,Males_breeding,10455
Somali,2004,Males_breeding,11747
Somali,2005,Males_breeding,13168
Somali,2006,Males_breeding,15479
Somali,2007,Males_breeding,21531
Somali,2008,Males_breeding,16496
Somali,2009,Males_breeding,14623
Somali,2010,Males_breeding,31440
Somali,2011,Males_breeding,27250
Somali,2012,Males_breeding,16882
Somali,2013,Males_breeding,27748
Somali,2014,Males_breeding,27832
Somali,2015,Males_breeding,31543
Somali,2016,Males_breeding,30852
Somali,2017,Males_breeding,18204
Somali,2018,Males_breeding,18204
Somali,2019,Males_breeding,207248
Somali,2020,Males_breeding,440355
Tigray,2003,Males_breeding,15573
Tigray,2004,Males_breeding,24108
Tigray,2005,Males_breeding,17543
Tigray,2006,Males_breeding,22200
Tigray,2007,Males_breeding,20020
Tigray,2008,Males_breeding,19452
Tigray,2009,Males_breeding,27881
Tigray,2010,Males_breeding,29395
Tigray,2011,Males_breeding,36453
Tigray,2012,Males_breeding,33146
Tigray,2013,Males_breeding,64124
Tigray,2014,Males_breeding,17483
Tigray,2015,Males_breeding,41061
Tigray,2016,Males_breeding,24062
Tigray,2017,Males_breeding,12728
Tigray,2018,Males_breeding,28275
Tigray,2019,Males_breeding,464007
Tigray,2020,Males_breeding,464004
Addis Ababa,2003,Males_other,759
Addis Ababa,2004,Males_other,317
Addis Ababa,2005,Males_other,451
Addis Ababa,2006,Males_other,751
Addis Ababa,2007,Males_other,0
Addis Ababa,2008,Males_other,0
Addis Ababa,2009,Males_other,0
Addis Ababa,2010,Males_other,0
Addis Ababa,2011,Males_other,0
Addis Ababa,2012,Males_other,0
Addis Ababa,2013,Males_other,0
Addis Ababa,2014,Males_other,0
Addis Ababa,2015,Males_other,0
Addis Ababa,2016,Males_other,0
Addis Ababa,2017,Males_other,0
Addis Ababa,2018,Males_other,0
Addis Ababa,2019,Males_other,0
Addis Ababa,2020,Males_other,0
Afar,2003,Males_other,467
Afar,2004,Males_other,898
Afar,2005,Males_other,2492
Afar,2006,Males_other,0
Afar,2007,Males_other,0
Afar,2008,Males_other,0
Afar,2009,Males_other,424
Afar,2010,Males_other,0
Afar,2011,Males_other,474
Afar,2012,Males_other,0
Afar,2013,Males_other,0
Afar,2014,Males_other,0
Afar,2015,Males_other,5013
Afar,2016,Males_other,0
Afar,2017,Males_other,0
Afar,2018,Males_other,6492
Afar,2019,Males_other,0
Afar,2020,Males_other,0
Amhara,2003,Males_other,61208
Amhara,2004,Males_other,71774
Amhara,2005,Males_other,81379
Amhara,2006,Males_other,92513
Amhara,2007,Males_other,94521
Amhara,2008,Males_other,120962
Amhara,2009,Males_other,106059
Amhara,2010,Males_other,108799
Amhara,2011,Males_other,179674
Amhara,2012,Males_other,154880
Amhara,2013,Males_other,148462
Amhara,2014,Males_other,130669
Amhara,2015,Males_other,148327
Amhara,2016,Males_other,129278
Amhara,2017,Males_other,156549
Amhara,2018,Males_other,116034
Amhara,2019,Males_other,120311
Amhara,2020,Males_other,134471
Benishangul Gumz,2003,Males_other,3622
Benishangul Gumz,2004,Males_other,3173
Benishangul Gumz,2005,Males_other,2873
Benishangul Gumz,2006,Males_other,0
Benishangul Gumz,2007,Males_other,298
Benishangul Gumz,2008,Males_other,912
Benishangul Gumz,2009,Males_other,4491
Benishangul Gumz,2010,Males_other,10455
Benishangul Gumz,2011,Males_other,6223
Benishangul Gumz,2012,Males_other,5678
Benishangul Gumz,2013,Males_other,8659
Benishangul Gumz,2014,Males_other,3728
Benishangul Gumz,2015,Males_other,0
Benishangul Gumz,2016,Males_other,0
Benishangul Gumz,2017,Males_other,0
Benishangul Gumz,2018,Males_other,0
Benishangul Gumz,2019,Males_other,0
Benishangul Gumz,2020,Males_other,0
Dire Dawa,2003,Males_other,0
Dire Dawa,2004,Males_other,0
Dire Dawa,2005,Males_other,0
Dire Dawa,2006,Males_other,0
Dire Dawa,2007,Males_other,0
Dire Dawa,2008,Males_other,0
Dire Dawa,2009,Males_other,0
Dire Dawa,2010,Males_other,0
Dire Dawa,2011,Males_other,0
Dire Dawa,2012,Males_other,0
Dire Dawa,2013,Males_other,0
Dire Dawa,2014,Males_other,170
Dire Dawa,2015,Males_other,0
Dire Dawa,2016,Males_other,0
Dire Dawa,2017,Males_other,0
Dire Dawa,2018,Males_other,0
Dire Dawa,2019,Males_other,0
Dire Dawa,2020,Males_other,0
Gambela,2003,Males_other,0
Gambela,2004,Males_other,0
Gambela,2005,Males_other,0
Gambela,2006,Males_other,0
Gambela,2007,Males_other,685
Gambela,2008,Males_other,78
Gambela,2009,Males_other,0
Gambela,2010,Males_other,0
Gambela,2011,Males_other,219
Gambela,2012,Males_other,284
Gambela,2013,Males_other,0
Gambela,2014,Males_other,0
Gambela,2015,Males_other,604
Gambela,2016,Males_other,0
Gambela,2017,Males_other,0
Gambela,2018,Males_other,0
Gambela,2019,Males_other,0
Gambela,2020,Males_other,0
Harari,2003,Males_other,0
Harari,2004,Males_other,0
Harari,2005,Males_other,0
Harari,2006,Males_other,0
Harari,2007,Males_other,131
Harari,2008,Males_other,0
Harari,2009,Males_other,0
Harari,2010,Males_other,270
Harari,2011,Males_other,475
Harari,2012,Males_other,0
Harari,2013,Males_other,0
Harari,2014,Males_other,0
Harari,2015,Males_other,0
Harari,2016,Males_other,0
Harari,2017,Males_other,0
Harari,2018,Males_other,0
Harari,2019,Males_other,1280
Harari,2019,Males_other,1280
Harari,2020,Males_other,0
Oromoa,2003,Males_other,155928
Oromoa,2004,Males_other,155965
Oromoa,2005,Males_other,165353
Oromoa,2006,Males_other,224101
Oromoa,2007,Males_other,187265
Oromoa,2008,Males_other,189184
Oromoa,2009,Males_other,191354
Oromoa,2010,Males_other,213207
Oromoa,2011,Males_other,232394
Oromoa,2012,Males_other,266199
Oromoa,2013,Males_other,243823
Oromoa,2014,Males_other,244114
Oromoa,2015,Males_other,201917
Oromoa,2016,Males_other,187784
