year,region,species,population
2019,Harari,Males: Draught,0
2020,Harari,Males: Draught,0
2003,Oromoa,Males: Draught,0
2004,Oromoa,Males: Draught,0
2005,Oromoa,Males: Draught,0
2006,Oromoa,Males: Draught,0
2007,Oromoa,Males: Draught,0
2008,Oromoa,Males: Draught,0
2009,Oromoa,Males: Draught,0
2010,Oromoa,Males: Draught,0
2011,Oromoa,Males: Draught,0
2012,Oromoa,Males: Draught,0
2013,Oromoa,Males: Draught,0
2014,Oromoa,Males: Draught,0
2015,Oromoa,Males: Draught,0
2016,Oromoa,Males: Draught,0
2017,Oromoa,Males: Draught,0
2018,Oromoa,Males: Draught,0
2019,Oromoa,Males: Draught,0
2020,Oromoa,Males: Draught,0
2003,SNNPR,Males: Draught,0
2004,SNNPR,Males: Draught,0
2005,SNNPR,Males: Draught,0
2006,SNNPR,Males: Draught,0
2007,SNNPR,Males: Draught,0
2008,SNNPR,Males: Draught,0
2009,SNNPR,Males: Draught,0
2010,SNNPR,Males: Draught,0
2011,SNNPR,Males: Draught,0
2012,SNNPR,Males: Draught,0
2013,SNNPR,Males: Draught,0
2014,SNNPR,Males: Draught,0
2015,SNNPR,Males: Draught,0
2016,SNNPR,Males: Draught,0
2017,SNNPR,Males: Draught,0
2018,SNNPR,Males: Draught,0
2019,SNNPR,Males: Draught,0
2020,SNNPR,Males: Draught,0
2003,Somali,Males: Draught,0
2004,Somali,Males: Draught,939
2005,Somali,Males: Draught,0
2006,Somali,Males: Draught,0
2007,Somali,Males: Draught,0
2008,Somali,Males: Draught,1550
2009,Somali,Males: Draught,1750
2010,Somali,Males: Draught,1754
2011,Somali,Males: Draught,0
2012,Somali,Males: Draught,0
2013,Somali,Males: Draught,0
2014,Somali,Males: Draught,0
2015,Somali,Males: Draught,0
2016,Somali,Males: Draught,0
2017,Somali,Males: Draught,0
2018,Somali,Males: Draught,0
2019,Somali,Males: Draught,6196
2020,Somali,Males: Draught,9051
2003,Tigray,Males: Draught,0
2004,Tigray,Males: Draught,0
2005,Tigray,Males: Draught,0
2006,Tigray,Males: Draught,4059
2007,Tigray,Males: Draught,4631
2008,Tigray,Males: Draught,1710
2009,Tigray,Males: Draught,3188
2010,Tigray,Males: Draught,0
2011,Tigray,Males: Draught,3659
2012,Tigray,Males: Draught,0
2013,Tigray,Males: Draught,3442
2014,Tigray,Males: Draught,5735
2015,Tigray,Males: Draught,7036
2016,Tigray,Males: Draught,11221
2017,Tigray,Males: Draught,0
2018,Tigray,Males: Draught,6620
2019,Tigray,Males: Draught,8922
2020,Tigray,Males: Draught,8922
2003,Addis Ababa,Males: Other,0
2004,Addis Ababa,Males: Other,0
2005,Addis Ababa,Males: Other,0
2006,Addis Ababa,Males: Other,0
2007,Addis Ababa,Males: Other,0
2008,Addis Ababa,Males: Other,0
2009,Addis Ababa,Males: Other,0
2010,Addis Ababa,Males: Other,0
2011,Addis Ababa,Males: Other,0
2012,Addis Ababa,Males: Other,0
2013,Addis Ababa,Males: Other,0
2014,Addis Ababa,Males: Other,0
2015,Addis Ababa,Males: Other,0
2016,Addis Ababa,Males: Other,0
2017,Addis Ababa,Males: Other,0
2018,Addis Ababa,Males: Other,0
2019,Addis Ababa,Males: Other,0
2020,Addis Ababa,Males: Other,0
2003,Afar,Males: Other,242
2004,Afar,Males: Other,1867
2005,Afar,Males: Other,1589
2006,Afar,Males: Other,3285
2007,Afar,Males: Other,0
2008,Afar,Males: Other,0
2009,Afar,Males: Other,0
2010,Afar,Males: Other,15364
2011,Afar,Males: Other,0
2012,Afar,Males: Other,0
2013,Afar,Males: Other,1958
2014,Afar,Males: Other,6890
2015,Afar,Males: Other,16064
2016,Afar,Males: Other,6902
2017,Afar,Males: Other,17125
2018,Afar,Males: Other,9869
2019,Afar,Males: Other,0
2020,Afar,Males: Other,20757
2003,Amhara,Males: Other,3382
2004,Amhara,Males: Other,0
2005,Amhara,Males: Other,0
2006,Amhara,Males: Other,0
2007,Amhara,Males: Other,0
2008,Amhara,Males: Other,0
2009,Amhara,Males: Other,0
2010,Amhara,Males: Other,0
2011,Amhara,Males: Other,0
2012,Amhara,Males: Other,0
2013,Amhara,Males: Other,0
2014,Amhara,Males: Other,0
2015,Amhara,Males: Other,0
2016,Amhara,Males: Other,0
2017,Amhara,Males: Other,0
2018,Amhara,Males: Other,0
2019,Amhara,Males: Other,0
2020,Amhara,Males: Other,0
2003,Benishangul Gumz,Males: Other,0
2004,Benishangul Gumz,Males: Other,0
2005,Benishangul Gumz,Males: Other,0
2006,Benishangul Gumz,Males: Other,0
2007,Benishangul Gumz,Males: Other,0
2008,Benishangul Gumz,Males: Other,0
2009,Benishangul Gumz,Males: Other,0
2010,Benishangul Gumz,Males: Other,0
2011,Benishangul Gumz,Males: Other,0
2012,Benishangul Gumz,Males: Other,0
2013,Benishangul Gumz,Males: Other,0
2014,Benishangul Gumz,Males: Other,0
2015,Benishangul Gumz,Males: Other,0
2016,Benishangul Gumz,Males: Other,0
2017,Benishangul Gumz,Males: Other,0
2018,Benishangul Gumz,Males: Other,0
2019,Benishangul Gumz,Males: Other,0
2020,Benishangul Gumz,Males: Other,0
2003,Dire Dawa,Males: Other,0
2004,Dire Dawa,Males: Other,0
2005,Dire Dawa,Males: Other,0
2006,Dire Dawa,Males: Other,0
2007,Dire Dawa,Males: Other,0
2008,Dire Dawa,Males: Other,0
2009,Dire Dawa,Males: Other,0
2010,Dire Dawa,Males: Other,0
2011,Dire Dawa,Males: Other,0
2012,Dire Dawa,Males: Other,0
2013,Dire Dawa,Males: Other,0
2014,Dire Dawa,Males: Other,0
2015,Dire Dawa,Males: Other,0
2016,Dire Dawa,Males: Other,0
2017,Dire Dawa,Males: Other,0
2018,Dire Dawa,Males: Other,0
2019,Dire Dawa,Males: Other,0
2020,Dire Dawa,Males: Other,0
2003,Gambela,Males: Other,0
2004,Gambela,Males: Other,0
2005,Gambela,Males: Other,0
2006,Gambela,Males: Other,0
2007,Gambela,Males: Other,0
2008,Gambela,Males: Other,0
2009,Gambela,Males: Other,0
2010,Gambela,Males: Other,0
2011,Gambela,Males: Other,0
2012,Gambela,Males: Other,0
2013,Gambela,Males: Other,0
2014,Gambela,Males: Other,0
2015,Gambela,Males: Other,0
2016,Gambela,Males: Other,0
2017,Gambela,Males: Other,0
2018,Gambela,Males: Other,0
2019,Gambela,Males: Other,0
2020,Gambela,Males: Other,0
2003,Harari,Males: Other,0
2004,Harari,Males: Other,0
2005,Harari,Males: Other,0
2006,Harari,Males: Other,0
2007,Harari,Males: Other,0
2008,Harari,Males: Other,0
2009,Harari,Males: Other,0
2010,Harari,Males: Other,0
2011,Harari,Males: Other,0
2012,Harari,Males: Other,0
2013,Harari,Males: Other,0
2014,Harari,Males: Other,0
2015,Harari,Males: Other,0
2016,Harari,Males: Other,0
2017,Harari,Males: Other,0
2018,Harari,Males: Other,0
2019,Harari,Males: Other,0
2020,Harari,Males: Other,0
2003,Oromoa,Males: Other,0
2004,Oromoa,Males: Other,0
2005,Oromoa,Males: Other,2986
2006,Oromoa,Males: Other,4321
2007,Oromoa,Males: Other,2757
2008,Oromoa,Males: Other,0
2009,Oromoa,Males: Other,6132
2010,Oromoa,Males: Other,0
2011,Oromoa,Males: Other,0
2012,Oromoa,Males: Other,7953
2013,Oromoa,Males: Other,11326
2014,Oromoa,Males: Other,7683
2015,Oromoa,Males: Other,13416
2016,Oromoa,Males: Other,11465
2017,Oromoa,Males: Other,0
2018,Oromoa,Males: Other,0
2019,Oromoa,Males: Other,13163
2020,Oromoa,Males: Other,25538
2003,SNNPR,Males: Other,0
2004,SNNPR,Males: Other,0
2005,SNNPR,Males: Other,0
2006,SNNPR,Males: Other,0
2007,SNNPR,Males: Other,0
2008,SNNPR,Males: Other,0
2009,SNNPR,Males: Other,0
2010,SNNPR,Males: Other,0
2011,SNNPR,Males: Other,0
2012,SNNPR,Males: Other,0
2013,SNNPR,Males: Other,0
2014,SNNPR,Males: Other,0
2015,SNNPR,Males: Other,0
2016,SNNPR,Males: Other,0
2017,SNNPR,Males: Other,0
2018,SNNPR,Males: Other,0
2019,SNNPR,Males: Other,0
2020,SNNPR,Males: Other,0
2003,Somali,Males: Other,0
2004,Somali,Males: Other,0
2005,Somali,Males: Other,8847
2006,Somali,Males: Other,4244
2007,Somali,Males: Other,0
2008,Somali,Males: Other,6338
2009,Somali,Males: Other,9567
2010,Somali,Males: Other,16935
2011,Somali,Males: Other,20305
2012,Somali,Males: Other,14069
2013,Somali,Males: Other,40190
2014,Somali,Males: Other,33253
2015,Somali,Males: Other,0
2016,Somali,Males: Other,15249
2017,Somali,Males: Other,11664
2018,Somali,Males: Other,11664
2019,Somali,Males: Other,185944
2020,Somali,Males: Other,106791
2003,Tigray,Males: Other,4793
2004,Tigray,Males: Other,0
2005,Tigray,Males: Other,0
2006,Tigray,Males: Other,0
2007,Tigray,Males: Other,0
2008,Tigray,Males: Other,0
2009,Tigray,Males: Other,0
2010,Tigray,Males: Other,0
2011,Tigray,Males: Other,0
2012,Tigray,Males: Other,5744
2013,Tigray,Males: Other,0
2014,Tigray,Males: Other,0
2015,Tigray,Males: Other,0
2016,Tigray,Males: Other,0
2017,Tigray,Males: Other,0
2018,Tigray,Males: Other,0
2019,Tigray,Males: Other,0
2020,Tigray,Males: Other,0
2003,Addis Ababa,Females: Transportation,0
2004,Addis Ababa,Females: Transportation,0
2005,Addis Ababa,Females: Transportation,0
2006,Addis Ababa,Females: Transportation,0
2007,Addis Ababa,Females: Transportation,0
2008,Addis Ababa,Females: Transportation,0
2009,Addis Ababa,Females: Transportation,0
2010,Addis Ababa,Females: Transportation,0
2011,Addis Ababa,Females: Transportation,0
2012,Addis Ababa,Females: Transportation,0
2013,Addis Ababa,Females: Transportation,0
2014,Addis Ababa,Females: Transportation,0
2015,Addis Ababa,Females: Transportation,0
2016,Addis Ababa,Females: Transportation,0
2017,Addis Ababa,Females: Transportation,0
2018,Addis Ababa,Females: Transportation,0
2019,Addis Ababa,Females: Transportation,0
2020,Addis Ababa,Females: Transportation,0
2003,Afar,Females: Transportation,7416
2004,Afar,Females: Transportation,5203
2005,Afar,Females: Transportation,1893
2006,Afar,Females: Transportation,0
2007,Afar,Females: Transportation,0
2008,Afar,Females: Transportation,0
2009,Afar,Females: Transportation,0
2010,Afar,Females: Transportation,0
2011,Afar,Females: Transportation,0
2012,Afar,Females: Transportation,0
2013,Afar,Females: Transportation,0
2014,Afar,Females: Transportation,0
2015,Afar,Females: Transportation,0
2016,Afar,Females: Transportation,0
2017,Afar,Females: Transportation,0
2018,Afar,Females: Transportation,0
2019,Afar,Females: Transportation,0
2020,Afar,Females: Transportation,0
2003,Amhara,Females: Transportation,0
2004,Amhara,Females: Transportation,0
2005,Amhara,Females: Transportation,0
2006,Amhara,Females: Transportation,0
2007,Amhara,Females: Transportation,0
2008,Amhara,Females: Transportation,0
2009,Amhara,Females: Transportation,0
2010,Amhara,Females: Transportation,0
2011,Amhara,Females: Transportation,0
2012,Amhara,Females: Transportation,0
2013,Amhara,Females: Transportation,0
2014,Amhara,Females: Transportation,0
2015,Amhara,Females: Transportation,0
2016,Amhara,Females: Transportation,0
2017,Amhara,Females: Transportation,0
2018,Amhara,Females: Transportation,0
2019,Amhara,Females: Transportation,0
2020,Amhara,Females: Transportation,0
2003,Benishangul Gumz,Females: Transportation,0
2004,Benishangul Gumz,Females: Transportation,0
2005,Benishangul Gumz,Females: Transportation,0
2006,Benishangul Gumz,Females: Transportation,0
2007,Benishangul Gumz,Females: Transportation,0
2008,Benishangul Gumz,Females: Transportation,0
2009,Benishangul Gumz,Females: Transportation,0
2010,Benishangul Gumz,Females: Transportation,0
2011,Benishangul Gumz,Females: Transportation,0
2012,Benishangul Gumz,Females: Transportation,0
2013,Benishangul Gumz,Females: Transportation,0
2014,Benishangul Gumz,Females: Transportation,0
2015,Benishangul Gumz,Females: Transportation,0
2016,Benishangul Gumz,Females: Transportation,0
2017,Benishangul Gumz,Females: Transportation,0
2018,Benishangul Gumz,Females: Transportation,0
2019,Benishangul Gumz,Females: Transportation,0
2020,Benishangul Gumz,Females: Transportation,0
2003,Dire Dawa,Females: Transportation,0
2004,Dire Dawa,Females: Transportation,244
2005,Dire Dawa,Females: Transportation,240
2006,Dire Dawa,Females: Transportation,0
2007,Dire Dawa,Females: Transportation,0
2008,Dire Dawa,Females: Transportation,0
2009,Dire Dawa,Females: Transportation,0
2010,Dire Dawa,Females: Transportation,0
2011,Dire Dawa,Females: Transportation,0
2012,Dire Dawa,Females: Transportation,0
2013,Dire Dawa,Females: Transportation,0
2014,Dire Dawa,Females: Transportation,0
2015,Dire Dawa,Females: Transportation,0
2016,Dire Dawa,Females: Transportation,0
2017,Dire Dawa,Females: Transportation,0
2018,Dire Dawa,Females: Transportation,0
2019,Dire Dawa,Females: Transportation,0
2020,Dire Dawa,Females: Transportation,0
2003,Gambela,Females: Transportation,0
2004,Gambela,Females: Transportation,0
2005,Gambela,Females: Transportation,0
2006,Gambela,Females: Transportation,0
2007,Gambela,Females: Transportation,0
2008,Gambela,Females: Transportation,0
2009,Gambela,Females: Transportation,0
2010,Gambela,Females: Transportation,0
2011,Gambela,Females: Transportation,0
2012,Gambela,Females: Transportation,0
2013,Gambela,Females: Transportation,0
2014,Gambela,Females: Transportation,0
2015,Gambela,Females: Transportation,0
2016,Gambela,Females: Transportation,0
2017,Gambela,Females: Transportation,0
2018,Gambela,Females: Transportation,0
2019,Gambela,Females: Transportation,0
2020,Gambela,Females: Transportation,0
2003,Harari,Females: Transportation,0
2004,Harari,Females: Transportation,0
2005,Harari,Females: Transportation,0
2006,Harari,Females: Transportation,0
2007,Harari,Females: Transportation,0
2008,Harari,Females: Transportation,0
2009,Harari,Females: Transportation,0
2010,Harari,Females: Transportation,0
2011,Harari,Females: Transportation,0
2012,Harari,Females: Transportation,0
2013,Harari,Females: Transportation,0
2014,Harari,Females: Transportation,0
2015,Harari,Females: Transportation,0
2016,Harari,Females: Transportation,0
2017,Harari,Females: Transportation,0
2018,Harari,Females: Transportation,0
2019,Harari,Females: Transportation,0
2020,Harari,Females: Transportation,0
2003,Oromoa,Females: Transportation,0
2004,Oromoa,Females: Transportation,0
2005,Oromoa,Females: Transportation,2619
2006,Oromoa,Females: Transportation,0
2007,Oromoa,Females: Transportation,0
2008,Oromoa,Females: Transportation,0
2009,Oromoa,Females: Transportation,0
2010,Oromoa,Females: Transportation,0
2011,Oromoa,Females: Transportation,0
2012,Oromoa,Females: Transportation,0
2013,Oromoa,Females: Transportation,0
2014,Oromoa,Females: Transportation,0
2015,Oromoa,Females: Transportation,0
2016,Oromoa,Females: Transportation,0
2017,Oromoa,Females: Transportation,0
2018,Oromoa,Females: Transportation,0
2019,Oromoa,Females: Transportation,0
2020,Oromoa,Females: Transportation,0
2003,SNNPR,Females: Transportation,0
2004,SNNPR,Females: Transportation,0
2005,SNNPR,Females: Transportation,0
2006,SNNPR,Females: Transportation,0
2007,SNNPR,Females: Transportation,0
2008,SNNPR,Females: Transportation,0
2009,SNNPR,Females: Transportation,0
2010,SNNPR,Females: Transportation,0
2011,SNNPR,Females: Transportation,0
2012,SNNPR,Females: Transportation,0
2013,SNNPR,Females: Transportation,0
2014,SNNPR,Females: Transportation,0
2015,SNNPR,Females: Transportation,0
2016,SNNPR,Females: Transportation,0
2017,SNNPR,Females: Transportation,0
2018,SNNPR,Females: Transportation,0
2019,SNNPR,Females: Transportation,0
2020,SNNPR,Females: Transportation,0
2003,Somali,Females: Transportation,4011
2004,Somali,Females: Transportation,0
2005,Somali,Females: Transportation,4610
2006,Somali,Females: Transportation,0
2007,Somali,Females: Transportation,2808
2008,Somali,Females: Transportation,0
2009,Somali,Females: Transportation,0
2010,Somali,Females: Transportation,0
2011,Somali,Females: Transportation,0
2012,Somali,Females: Transportation,0
2013,Somali,Females: Transportation,1384
2014,Somali,Females: Transportation,0
2015,Somali,Females: Transportation,0
2016,Somali,Females: Transportation,0
2017,Somali,Females: Transportation,0
2018,Somali,Females: Transportation,0
2019,Somali,Females: Transportation,35123
2020,Somali,Females: Transportation,79388
2003,Tigray,Females: Transportation,0
2004,Tigray,Females: Transportation,0
2005,Tigray,Females: Transportation,0
2006,Tigray,Females: Transportation,0
2007,Tigray,Females: Transportation,0
2008,Tigray,Females: Transportation,0
2009,Tigray,Females: Transportation,0
2010,Tigray,Females: Transportation,0
2011,Tigray,Females: Transportation,0
2012,Tigray,Females: Transportation,0
2013,Tigray,Females: Transportation,0
2014,Tigray,Females: Transportation,0
2015,Tigray,Females: Transportation,0
2016,Tigray,Females: Transportation,0
2017,Tigray,Females: Transportation,0
2018,Tigray,Females: Transportation,0
2019,Tigray,Females: Transportation,0
2020,Tigray,Females: Transportation,0
2003,Addis Ababa,Females: Meat,0
2004,Addis Ababa,Females: Meat,0
2005,Addis Ababa,Females: Meat,0
2006,Addis Ababa,Females: Meat,0
2007,Addis Ababa,Females: Meat,0
2008,Addis Ababa,Females: Meat,0
2009,Addis Ababa,Females: Meat,0
2010,Addis Ababa,Females: Meat,0
2011,Addis Ababa,Females: Meat,0
2012,Addis Ababa,Females: Meat,0
2013,Addis Ababa,Females: Meat,0
2014,Addis Ababa,Females: Meat,0
2015,Addis Ababa,Females: Meat,0
2016,Addis Ababa,Females: Meat,0
2017,Addis Ababa,Females: Meat,0
2018,Addis Ababa,Females: Meat,0
2019,Addis Ababa,Females: Meat,0
2020,Addis Ababa,Females: Meat,0
2003,Afar,Females: Meat,0
2004,Afar,Females: Meat,0
2005,Afar,Females: Meat,0
2006,Afar,Females: Meat,0
2007,Afar,Females: Meat,3034
2008,Afar,Females: Meat,12580
2009,Afar,Females: Meat,0
2010,Afar,Females: Meat,20814
2011,Afar,Females: Meat,26793
2012,Afar,Females: Meat,21033
2013,Afar,Females: Meat,12445
2014,Afar,Females: Meat,0
2015,Afar,Females: Meat,6551
2016,Afar,Females: Meat,11290
2017,Afar,Females: Meat,4583
2018,Afar,Females: Meat,37334
2019,Afar,Females: Meat,84688
2020,Afar,Females: Meat,130465
2003,Amhara,Females: Meat,0
2004,Amhara,Females: Meat,0
2005,Amhara,Females: Meat,0
2006,Amhara,Females: Meat,0
2007,Amhara,Females: Meat,0
2008,Amhara,Females: Meat,0
2009,Amhara,Females: Meat,0
2010,Amhara,Females: Meat,0
2011,Amhara,Females: Meat,0
2012,Amhara,Females: Meat,0
2013,Amhara,Females: Meat,0
2014,Amhara,Females: Meat,0
2015,Amhara,Females: Meat,0
2016,Amhara,Females: Meat,0
2017,Amhara,Females: Meat,0
2018,Amhara,Females: Meat,0
2019,Amhara,Females: Meat,0
2020,Amhara,Females: Meat,0
2003,Benishangul Gumz,Females: Meat,0
2004,Benishangul Gumz,Females: Meat,0
2005,Benishangul Gumz,Females: Meat,0
2006,Benishangul Gumz,Females: Meat,0
2007,Benishangul Gumz,Females: Meat,0
2008,Benishangul Gumz,Females: Meat,0
2009,Benishangul Gumz,Females: Meat,0
2010,Benishangul Gumz,Females: Meat,0
2011,Benishangul Gumz,Females: Meat,0
2012,Benishangul Gumz,Females: Meat,0
2013,Benishangul Gumz,Females: Meat,0
2014,Benishangul Gumz,Females: Meat,0
2015,Benishangul Gumz,Females: Meat,0
2016,Benishangul Gumz,Females: Meat,0
2017,Benishangul Gumz,Females: Meat,0
2018,Benishangul Gumz,Females: Meat,0
2019,Benishangul Gumz,Females: Meat,0
2020,Benishangul Gumz,Females: Meat,0
2003,Dire Dawa,Females: Meat,0
2004,Dire Dawa,Females: Meat,0
2005,Dire Dawa,Females: Meat,0
2006,Dire Dawa,Females: Meat,0
2007,Dire Dawa,Females: Meat,284
2008,Dire Dawa,Females: Meat,0
2009,Dire Dawa,Females: Meat,998
2010,Dire Dawa,Females: Meat,0
2011,Dire Dawa,Females: Meat,0
2012,Dire Dawa,Females: Meat,365
2013,Dire Dawa,Females: Meat,525
2014,Dire Dawa,Females: Meat,0
2015,Dire Dawa,Females: Meat,0
2016,Dire Dawa,Females: Meat,0
2017,Dire Dawa,Females: Meat,921
2018,Dire Dawa,Females: Meat,0
2019,Dire Dawa,Females: Meat,0
2020,Dire Dawa,Females: Meat,0
2003,Gambela,Females: Meat,0
2004,Gambela,Females: Meat,0
2005,Gambela,Females: Meat,0
2006,Gambela,Females: Meat,0
2007,Gambela,Females: Meat,0
2008,Gambela,Females: Meat,0
2009,Gambela,Females: Meat,0
2010,Gambela,Females: Meat,0
2011,Gambela,Females: Meat,0
2012,Gambela,Females: Meat,0
2013,Gambela,Females: Meat,0
2014,Gambela,Females: Meat,0
2015,Gambela,Females: Meat,0
2016,Gambela,Females: Meat,0
2017,Gambela,Females: Meat,0
2018,Gambela,Females: Meat,0
2019,Gambela,Females: Meat,0
2020,Gambela,Females: Meat,0
2003,Harari,Females: Meat,0
2004,Harari,Females: Meat,0
2005,Harari,Females: Meat,0
2006,Harari,Females: Meat,0
2007,Harari,Females: Meat,0
2008,Harari,Females: Meat,0
2009,Harari,Females: Meat,0
2010,Harari,Females: Meat,0
2011,Harari,Females: Meat,0
2012,Harari,Females: Meat,0
2013,Harari,Females: Meat,0
2014,Harari,Females: Meat,0
2015,Harari,Females: Meat,0
2016,Harari,Females: Meat,0
2017,Harari,Females: Meat,0
2018,Harari,Females: Meat,0
2019,Harari,Females: Meat,0
2020,Harari,Females: Meat,0
2003,Oromoa,Females: Meat,0
2004,Oromoa,Females: Meat,0
2005,Oromoa,Females: Meat,0
2006,Oromoa,Females: Meat,0
2007,Oromoa,Females: Meat,4859
2008,Oromoa,Females: Meat,0
2009,Oromoa,Females: Meat,0
2010,Oromoa,Females: Meat,0
2011,Oromoa,Females: Meat,0
2012,Oromoa,Females: Meat,6856
2013,Oromoa,Females: Meat,1109
2014,Oromoa,Females: Meat,0
2015,Oromoa,Females: Meat,5696
2016,Oromoa,Females: Meat,0
2017,Oromoa,Females: Meat,0
2018,Oromoa,Females: Meat,0
2019,Oromoa,Females: Meat,25557
2020,Oromoa,Females: Meat,13175
2003,SNNPR,Females: Meat,0
2004,SNNPR,Females: Meat,0
2005,SNNPR,Females: Meat,0
2006,SNNPR,Females: Meat,0
2007,SNNPR,Females: Meat,0
2008,SNNPR,Females: Meat,0
2009,SNNPR,Females: Meat,0
2010,SNNPR,Females: Meat,0
2011,SNNPR,Females: Meat,0
2012,SNNPR,Females: Meat,0
2013,SNNPR,Females: Meat,0
2014,SNNPR,Females: Meat,0
2015,SNNPR,Females: Meat,0
2016,SNNPR,Females: Meat,0
2017,SNNPR,Females: Meat,0
2018,SNNPR,Females: Meat,0
2019,SNNPR,Females: Meat,0
2020,SNNPR,Females: Meat,0
2003,Somali,Females: Meat,0
2004,Somali,Females: Meat,0
2005,Somali,Females: Meat,0
2006,Somali,Females: Meat,0
2007,Somali,Females: Meat,14001
2008,Somali,Females: Meat,9179
2009,Somali,Females: Meat,7974
2010,Somali,Females: Meat,13863
2011,Somali,Females: Meat,8341
2012,Somali,Females: Meat,6717
2013,Somali,Females: Meat,6824
2014,Somali,Females: Meat,9673
2015,Somali,Females: Meat,0
2016,Somali,Females: Meat,16795
2017,Somali,Females: Meat,21974
2018,Somali,Females: Meat,21974
2019,Somali,Females: Meat,185413
2020,Somali,Females: Meat,209359
2003,Tigray,Females: Meat,0
2004,Tigray,Females: Meat,0
2005,Tigray,Females: Meat,0
2006,Tigray,Females: Meat,0
2007,Tigray,Females: Meat,0
2008,Tigray,Females: Meat,0
2009,Tigray,Females: Meat,0
2010,Tigray,Females: Meat,0
2011,Tigray,Females: Meat,0
2012,Tigray,Females: Meat,0
2013,Tigray,Females: Meat,0
2014,Tigray,Females: Meat,0
2015,Tigray,Females: Meat,0
2016,Tigray,Females: Meat,0
2017,Tigray,Females: Meat,0
2018,Tigray,Females: Meat,0
2019,Tigray,Females: Meat,0
2020,Tigray,Females: Meat,0
2003,Addis Ababa,Females: Draught,0
2004,Addis Ababa,Females: Draught,0
2005,Addis Ababa,Females: Draught,0
2006,Addis Ababa,Females: Draught,0
2007,Addis Ababa,Females: Draught,0
2008,Addis Ababa,Females: Draught,0
2009,Addis Ababa,Females: Draught,0
2010,Addis Ababa,Females: Draught,0
2011,Addis Ababa,Females: Draught,0
2012,Addis Ababa,Females: Draught,0
2013,Addis Ababa,Females: Draught,0
2014,Addis Ababa,Females: Draught,0
2015,Addis Ababa,Females: Draught,0
2016,Addis Ababa,Females: Draught,0
2017,Addis Ababa,Females: Draught,0
2018,Addis Ababa,Females: Draught,0
2019,Addis Ababa,Females: Draught,0
2020,Addis Ababa,Females: Draught,0
2003,Afar,Females: Draught,0
2004,Afar,Females: Draught,0
2005,Afar,Females: Draught,0
2006,Afar,Females: Draught,0
2007,Afar,Females: Draught,0
2008,Afar,Females: Draught,0
2009,Afar,Females: Draught,0
2010,Afar,Females: Draught,0
2011,Afar,Females: Draught,0
2012,Afar,Females: Draught,0
2013,Afar,Females: Draught,0
2014,Afar,Females: Draught,0
2015,Afar,Females: Draught,0
2016,Afar,Females: Draught,0
2017,Afar,Females: Draught,0
2018,Afar,Females: Draught,0
2019,Afar,Females: Draught,0
2020,Afar,Females: Draught,0
2003,Amhara,Females: Draught,0
2004,Amhara,Females: Draught,0
2005,Amhara,Females: Draught,0
2006,Amhara,Females: Draught,0
2007,Amhara,Females: Draught,0
2008,Amhara,Females: Draught,0
2009,Amhara,Females: Draught,0
2010,Amhara,Females: Draught,0
2011,Amhara,Females: Draught,0
2012,Amhara,Females: Draught,0
2013,Amhara,Females: Draught,0
2014,Amhara,Females: Draught,0
2015,Amhara,Females: Draught,0
2016,Amhara,Females: Draught,0
2017,Amhara,Females: Draught,0
2018,Amhara,Females: Draught,0
2019,Amhara,Females: Draught,0
2020,Amhara,Females: Draught,0
2003,Benishangul Gumz,Females: Draught,0
2004,Benishangul Gumz,Females: Draught,0
2005,Benishangul Gumz,Females: Draught,0
2006,Benishangul Gumz,Females: Draught,0
2007,Benishangul Gumz,Females: Draught,0
2008,Benishangul Gumz,Females: Draught,0
2009,Benishangul Gumz,Females: Draught,0
2010,Benishangul Gumz,Females: Draught,0
2011,Benishangul Gumz,Females: Draught,0
2012,Benishangul Gumz,Females: Draught,0
2013,Benishangul Gumz,Females: Draught,0
2014,Benishangul Gumz,Females: Draught,0
2015,Benishangul Gumz,Females: Draught,0
2016,Benishangul Gumz,Females: Draught,0
2017,Benishangul Gumz,Females: Draught,0
2018,Benishangul Gumz,Females: Draught,0
2019,Benishangul Gumz,Females: Draught,0
2020,Benishangul Gumz,Females: Draught,0
2003,Dire Dawa,Females: Draught,0
2004,Dire Dawa,Females: Draught,0
2005,Dire Dawa,Females: Draught,0
2006,Dire Dawa,Females: Draught,0
2007,Dire Dawa,Females: Draught,0
2008,Dire Dawa,Females: Draught,0
2009,Dire Dawa,Females: Draught,0
2010,Dire Dawa,Females: Draught,0
2011,Dire Dawa,Females: Draught,0
2012,Dire Dawa,Females: Draught,0
2013,Dire Dawa,Females: Draught,0
2014,Dire Dawa,Females: Draught,0
2015,Dire Dawa,Females: Draught,0
2016,Dire Dawa,Females: Draught,0
2017,Dire Dawa,Females: Draught,0
2018,Dire Dawa,Females: Draught,0
2019,Dire Dawa,Females: Draught,0
2020,Dire Dawa,Females: Draught,0
2003,Gambela,Females: Draught,0
2004,Gambela,Females: Draught,0
2005,Gambela,Females: Draught,0
2006,Gambela,Females: Draught,0
2007,Gambela,Females: Draught,0
2008,Gambela,Females: Draught,0
2009,Gambela,Females: Draught,0
2010,Gambela,Females: Draught,0
2011,Gambela,Females: Draught,0
2012,Gambela,Females: Draught,0
2013,Gambela,Females: Draught,0
2014,Gambela,Females: Draught,0
2015,Gambela,Females: Draught,0
2016,Gambela,Females: Draught,0
2017,Gambela,Females: Draught,0
2018,Gambela,Females: Draught,0
